Title,Link,Authors,Year,Cited,SDGs
pengaruh kualitas layan fasilitas puas konsumen pt multi prima daya perkasa,https://scholar.google.com/scholar?q=+intitle:'pengaruh kualitas pelayanan dan fasilitas terhadap kepuasan konsumen pada pt. multi prima daya perkasa',a zaenudin,2020,0,SDG 12: Konsumsi dan Produksi yang Bertanggung Jawab
uncorrelated discriminant projection based on maximum margin criterion and its kernelized extension,https://scholar.google.com/scholar?q=+intitle:'uncorrelated discriminant projection based on maximum margin criterion and its kernelized extension',m amin na ahmad,2020,0,"SDG 9: Industri, Inovasi, dan Infrastruktur"
the effect of caregiver malaria prevention knowledge and behavior on malaria rates in toddlers,https://scholar.google.com/scholar?q=+intitle:'the effect of caregiver malaria prevention knowledge and behavior on malaria rates in toddlers.',n wati a ramon e rachmawati aa upe h husin m amin o oktarianita,2020,0,"SDG 9: Industri, Inovasi, dan Infrastruktur"
comparative study of students writing achievement using roundtable and stad techniques,https://scholar.google.com/scholar?q=+intitle:'comparative study of students’ writing achievement using roundtable and stad techniques',m septiani c sutarsyah u suparman,2020,0,SDG 4: Pendidikan Berkualitas
similarity check effects of educational performance political competition and regional financial capacity on incumbents votes in indonesian local elections a hierarchical …,"https://scholar.google.com/scholar?q=+intitle:'similarity check effects of educational performance, political competition, and regional financial capacity on incumbents’ votes in indonesian local elections (a hierarchical …'",f dharma,2020,0,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
similarity report faktor pengaruh ungkap csr study empiris usaha manufaktur,"https://scholar.google.com/scholar?q=+intitle:'similarity report faktor yang mempengaruhi pengungkapan csr, sebuah study empiris perusahaan manufaktur'",f dharma,2020,0,SDG 3: Kehidupan Sehat dan Sejahtera
similarity check investor reaction to earnings announcements moderated by management discussion and analysis mda,https://scholar.google.com/scholar?q=+intitle:'similarity check investor reaction to earnings announcements moderated by management discussion and analysis (md&a)',f dharma,2020,0,"SDG 9: Industri, Inovasi, dan Infrastruktur"
similarity check pengaruh struktur milik tata kelola usaha ungkap manajemen risiko,https://scholar.google.com/scholar?q=+intitle:'similarity check pengaruh struktur kepemilikan dan tata kelola perusahaan terhadap pengungkapan manajemen risiko',f dharma,2020,0,SDG 3: Kehidupan Sehat dan Sejahtera
model struktur muka daerah panasbumi bittuang dasar analisis second horizontal derivative second vertical derivative model 25 d 3d anomali …,"https://scholar.google.com/scholar?q=+intitle:'pemodelan struktur bawah permukaan daerah panasbumi bittuang, berdasarkan analisis second horizontal derivative, second vertical derivative, pemodelan 2.5 d dan 3d anomali …'",triaw sirait,2020,0,SDG 4: Pendidikan Berkualitas
tentu zona rawan bencana gempabumi daerah teluk betung tanjung karang pusat tabjubgkarang barat bumiwaras metode hvsr metode masw,"https://scholar.google.com/scholar?q=+intitle:'penentuan zona rawan bencana gempabumi daerah teluk betung, tanjung karang pusat, tabjubgkarang barat dan bumiwaras dengan menggunakan metode hvsr dan metode masw'",rd wijaya,2020,0,SDG 11: Kota dan Permukiman yang Berkelanjutan
analisis deformasi muka metode dinsar differential interferometry synthetic aperture radar validasi focal mechanism studi gempabumi lombok …,https://scholar.google.com/scholar?q=+intitle:'analisis deformasi permukaan menggunakan metode dinsar (differential interferometry synthetic aperture radar) dan validasi focal mechanism pada studi kasus gempabumi lombok …',mf azhari,2020,0,SDG 13: Penanganan Perubahan Iklim
interpretasi muka daerah prospek emas lapang raftel metode magnetik,https://scholar.google.com/scholar?q=+intitle:'interpretasi bawah permukaan daerah prospek emas lapangan “raftel” menggunakan metode magnetik',m abil,2020,0,SDG 15: Ekosistem Daratan
meta sebar nilai frekuensi alamiah amplifikasi camat rajabasa kemiling teluk betung barat kota bandar lampung metode horizontal to vertical …,"https://scholar.google.com/scholar?q=+intitle:'pemetaan persebaran nilai frekuensi alamiah dan amplifikasi kecamatan rajabasa, kemiling dan teluk betung barat kota bandar lampung menggunakan metode horizontal to vertical …'",ai amrullah,2020,0,SDG 4: Pendidikan Berkualitas
indonesian physical review,https://scholar.google.com/scholar?q=+intitle:'indonesian physical review',ss al ayubi nh karyanto s rasimeng rc wibowo,2020,0,SDG 15: Ekosistem Daratan
aplikasi metode 1d resistivitas damped least square tentu air tanah camat jati agung,https://scholar.google.com/scholar?q=+intitle:'aplikasi metode 1d resistivitas menggunakan damped least square menentukan air tanah di kecamatan jati agung',s rasimeng ibs yogi a human,2020,0,SDG 3: Kehidupan Sehat dan Sejahtera
pisah anomali regionalresidual data gayaberat daerah karangsambung jawa metode trend surface analysis,https://scholar.google.com/scholar?q=+intitle:'pemisahan anomali regional-residual data gayaberat daerah karangsambung jawa tengah menggunakan metode trend surface analysis',l damayanti s rasimeng i dan,2020,0,"SDG 9: Industri, Inovasi, dan Infrastruktur"
identifikasi gempa program surfer matlab studi gempabumi wilayah jawa 19742020,"https://scholar.google.com/scholar?q=+intitle:'identifikasi gempa menggunakan program surfer dan matlab, studi kasus: gempabumi wilayah jawa tahun 1974-2020'",ir sari s rasimeng h ramadhan ibs yogi,2020,0,SDG 13: Penanganan Perubahan Iklim
identifikasi bahaya kuat gempa wilayah jawa 19742020,https://scholar.google.com/scholar?q=+intitle:'identifikasi bahaya penguatan gempa wilayah jawa tahun 1974-2020',ir sari s rasimeng h ramadhan ibs yogi,2020,0,SDG 3: Kehidupan Sehat dan Sejahtera
peer reviewer identification of geothermal reservoir based on 3dmodeling of data anomaly magnetic residual reduction to pole in the region of geothermal prospect villamasin …,https://scholar.google.com/scholar?q=+intitle:'peer reviewer: identification of geothermal reservoir based on 3dmodeling of data anomaly magnetic residual reduction to pole in the region of geothermal prospect villamasin …',s rasimeng,2020,0,SDG 2: Tanpa Kelaparan
lembar plagiarism analysis and zonation of land vulnerability areas in pekon karangrejo ulubelu tanggamus using microzonation method,https://scholar.google.com/scholar?q=+intitle:'lembar plagiarism: analysis and zonation of land vulnerability areas in pekon karangrejo ulubelu tanggamus using microzonation method',s rasimeng,2020,0,"SDG 9: Industri, Inovasi, dan Infrastruktur"
lembar plagiarism banding guna matlab python tentu episenter gempa studi gempa laut banda 06 mei 2020,https://scholar.google.com/scholar?q=+intitle:'lembar plagiarism: perbandingan penggunaan matlab dan python dalam penentuan episenter gempa; studi kasus gempa laut banda 06 mei 2020',s rasimeng,2020,0,SDG 15: Ekosistem Daratan
lembar plagiarism characterization of soil thermal properties for design of underground cable routes at the wind farm power plant area panyipatan and pelaihari subdistrict …,"https://scholar.google.com/scholar?q=+intitle:'lembar plagiarism: characterization of soil thermal properties for design of underground cable routes at the wind farm power plant area, panyipatan and pelaihari sub-district …'",s rasimeng,2020,0,"SDG 9: Industri, Inovasi, dan Infrastruktur"
lembar plagiarism identification of geothermal reservoir based on 3dmodeling of data anomaly magnetic residual reduction to pole in the region of geothermal prospect …,https://scholar.google.com/scholar?q=+intitle:'lembar plagiarism: identification of geothermal reservoir based on 3dmodeling of data anomaly magnetic residual reduction to pole in the region of geothermal prospect …',s rasimeng,2020,0,SDG 2: Tanpa Kelaparan
lembar plagiarism pisah anomali regionalresidual data gayaberat daerah karangsambung jawa metode tren surface analysis,https://scholar.google.com/scholar?q=+intitle:'lembar plagiarism: pemisahan anomali regional-residual data gayaberat daerah karangsambung jawa tengah menggunakan metode tren surface analysis',s rasimeng,2020,0,"SDG 9: Industri, Inovasi, dan Infrastruktur"
lembar plagiarism optimalisasi citra struktur muka metode kirchhoff prestack time migration data seismik laut wetar,https://scholar.google.com/scholar?q=+intitle:'lembar plagiarism: optimalisasi pencitraan struktur bawah permukaan menggunakan metode kirchhoff pre-stack time migration pada data seismik laut wetar',s rasimeng,2020,0,"SDG 9: Industri, Inovasi, dan Infrastruktur"
lembar plagiarism zonasi site effect analisis bahaya kuat gempa metode dsha deterministic seismic hazard analysis tentu pga peak ground …,https://scholar.google.com/scholar?q=+intitle:'lembar plagiarism: zonasi site effect dan analisis bahaya penguatan gempa menggunakan metode dsha (deterministic seismic hazard analysis) untuk menentukan pga (peak ground …',s rasimeng,2020,0,"SDG 9: Industri, Inovasi, dan Infrastruktur"
lembar plagiarism analisis deformasi muka metode dinsar differential interferometry synthetic aperture radar studi gempabumi lombok periode …,https://scholar.google.com/scholar?q=+intitle:'lembar plagiarism: analisis deformasi permukaan menggunakan metode dinsar (differential interferometry synthetic aperture radar) pada studi kasus gempabumi lombok periode …',s rasimeng,2020,0,SDG 13: Penanganan Perubahan Iklim
korespondensi author characterization of soil thermal properties for design of underground cable routes at the wind farm power plant area panyipatan and pelaihari sub …,"https://scholar.google.com/scholar?q=+intitle:'korespondensi author: characterization of soil thermal properties for design of underground cable routes at the wind farm power plant area, panyipatan and pelaihari sub …'",s rasimeng,2020,0,"SDG 9: Industri, Inovasi, dan Infrastruktur"
buat peta lurah rajabasa nunyai camat rajabasa kota bandar lampung,"https://scholar.google.com/scholar?q=+intitle:'pembuatan peta kelurahan rajabasa nunyai, kecamatan rajabasa, kota bandar lampung'",s rasimeng a alimuddin rz sinambela,2020,0,SDG 2: Tanpa Kelaparan
interpretasi geofisika bidang gelincir paleorockslide parangtritis,https://scholar.google.com/scholar?q=+intitle:'interpretasi geofisika bidang gelincir paleo-rockslide parangtritis',a hidayatika s suharno r mulyasari h hesti br juliarka,2020,0,SDG 15: Ekosistem Daratan
latih olimpiade bumi guru bimbing olimpiade bumi sman 2 kota bandar lampung,https://scholar.google.com/scholar?q=+intitle:'pelatihan olimpiade kebumian bagi guru pembimbing olimpiade kebumian di sman 2 kota bandar lampung',r mulyasari a hidayatika k karyanto m sarkowi igb darmawan,2020,0,SDG 4: Pendidikan Berkualitas
interpretasi bidang gelincir paleorockslide parangtritis metode geofisika audio magnetotelluric amt,https://scholar.google.com/scholar?q=+intitle:'interpretasi bidang gelincir paleo-rockslide parangtritis menggunakan metode geofisika audio magneto-telluric (amt)',ah akroma hidayatika rm rahmi mulyasari h hesti s suharno,2020,0,SDG 3: Kehidupan Sehat dan Sejahtera
covid19 dampak work from home wfh normal kerja,https://scholar.google.com/scholar?q=+intitle:'covid-19: dampak work from home (wfh) dan kenormalan di tempat kerja',j wulandari,2020,0,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
hypnobirthing method in the perspective of local culture against maternal complications and their maternal effects in lampung,https://scholar.google.com/scholar?q=+intitle:'hypnobirthing method in the  perspective of local culture against  maternal complications and their  maternal effects in lampung',supriatiningsih j wulandari herlina n indrasari,2020,0,SDG 4: Pendidikan Berkualitas
beban kerja metode nasa tlx insentif kerja driver gojek bandar lampung,https://scholar.google.com/scholar?q=+intitle:'beban kerja dengan metode nasa tlx dan insentif terhadap kinerja driver gojek di bandar lampung',v adam j wulandari,2020,0,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
accounting learning for nonaccounting an experimental study for creative industry and msmes,"https://scholar.google.com/scholar?q=+intitle:'accounting learning for non-accounting, an experimental study for creative industry and msmes'",p nauli n desriani,2020,0,SDG 4: Pendidikan Berkualitas
bahan ajar tematik integratif arif lokal bas kvisoft flipbook maker tingkat sd lampung,https://scholar.google.com/scholar?q=+intitle:'bahan ajar tematik integratif kearifan lokal berbasis kvisoft flipbook maker tingkat sd lampung',s suroto s sumargono,2020,0,SDG 4: Pendidikan Berkualitas
ecojustice perspective and human rightsbased approach to responsible business in the indonesian mining industry in rendtorff j eds handbook of business legitimacy,https://scholar.google.com/scholar?q=+intitle:'eco-justice perspective and human rights-based approach to responsible business in the indonesian mining industry. in: rendtorff j. (eds) handbook of business legitimacy',u mulkhan,2020,0,SDG 4: Pendidikan Berkualitas
faktorfaktor hubung partisipasi suami akseptor kb keluargaberencana rw 11 lurah cibubur,https://scholar.google.com/scholar?q=+intitle:'faktor-faktor yang berhubungan dengan partisipasi suami sebagai akseptor kb (keluargaberencana) di rw 11 kelurahan cibubur',dmf nurhidayah,2020,0,SDG 3: Kehidupan Sehat dan Sejahtera
hubung peran bimbing klinik metode problem based learning mahasiswa bidan rsud cibinong,https://scholar.google.com/scholar?q=+intitle:'hubungan peran pembimbing klinik dengan metode problem based learning pada mahasiswa kebidanan di rsud cibinong',nn dina martha fitri,2020,0,SDG 4: Pendidikan Berkualitas
mas ikan sayur organik teknologi akuaponik kelompok mandiri sentosa camat jati agung lampung selatan,https://scholar.google.com/scholar?q=+intitle:'diseminasi ikan dan sayur organik melalui teknologi akuaponik pada kelompok mandiri sentosa di kecamatan jati agung lampung selatan',y elisdiana,2020,0,SDG 2: Tanpa Kelaparan
